Periodo,Grupo,Producto,Super,Precio,Rango_Precio,Mes,Trimestre
Abr25,Alimentos y bebidas,aceite de girasol marca propia envase 900 cc,Devoto,80.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol marca propia envase 900 cc,Devoto Express,99.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol marca propia envase 900 cc,Disco,99.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol marca propia envase 900 cc,Ta - Ta,95.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol marca propia envase 900 cc,Tienda Inglesa,97.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol río de la plata envase 900 cc,Devoto,119.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol río de la plata envase 900 cc,Devoto Express,123.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol río de la plata envase 900 cc,Disco,119.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol río de la plata envase 900 cc,El Dorado,119.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol río de la plata envase 900 cc,Frog,130.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol río de la plata envase 900 cc,Kinko,132.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol río de la plata envase 900 cc,Red Expres,115.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol río de la plata envase 900 cc,Red Market,115.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol río de la plata envase 900 cc,Ta - Ta,121.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol río de la plata envase 900 cc,Tienda Inglesa,126.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol uruguay envase 900 cc,El Clon,85.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol uruguay envase 900 cc,El Dorado,89.9,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol uruguay envase 900 cc,Macro,91.49,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol uruguay envase 900 cc,Micro Macro,98.8,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol uruguay envase 900 cc,Red Expres,85.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol uruguay envase 900 cc,Red Market,87.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol uruguay envase 900 cc,Ta - Ta,94.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol uruguay envase 900 cc,Tienda Inglesa,101.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol óptimo envase 900 cc,Devoto,99.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol óptimo envase 900 cc,Devoto Express,102.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol óptimo envase 900 cc,Disco,99.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol óptimo envase 900 cc,El Clon,95.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol óptimo envase 900 cc,El Dorado,98.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol óptimo envase 900 cc,Frog,123.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol óptimo envase 900 cc,Kinko,99.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol óptimo envase 900 cc,Macro,97.97,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol óptimo envase 900 cc,Micro Macro,97.97,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol óptimo envase 900 cc,Red Expres,105.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol óptimo envase 900 cc,Red Market,100.5,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol óptimo envase 900 cc,Ta - Ta,99.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de girasol óptimo envase 900 cc,Tienda Inglesa,102.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de maíz delicia envase 900 cc,Devoto,129.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de maíz delicia envase 900 cc,Devoto Express,133.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de maíz delicia envase 900 cc,Disco,129.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de maíz delicia envase 900 cc,El Clon,105.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de maíz delicia envase 900 cc,El Dorado,129.9,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de maíz delicia envase 900 cc,Macro,115.54,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de maíz delicia envase 900 cc,Micro Macro,124.78,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de maíz delicia envase 900 cc,Red Expres,121.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de maíz delicia envase 900 cc,Red Market,105.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de maíz delicia envase 900 cc,Ta - Ta,129.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de maíz delicia envase 900 cc,Tienda Inglesa,140.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de maíz río de la plata envase 900 cc,Devoto,139.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de maíz río de la plata envase 900 cc,Devoto Express,143.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de maíz río de la plata envase 900 cc,Disco,139.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de maíz río de la plata envase 900 cc,El Dorado,139.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de maíz río de la plata envase 900 cc,Frog,135.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de maíz río de la plata envase 900 cc,Kinko,145.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de maíz río de la plata envase 900 cc,Red Expres,140.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de maíz río de la plata envase 900 cc,Red Market,139.5,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de maíz río de la plata envase 900 cc,Ta - Ta,143.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de maíz río de la plata envase 900 cc,Tienda Inglesa,145.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de soja condesa envase 900 cc,Devoto,75.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de soja condesa envase 900 cc,Devoto Express,77.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de soja condesa envase 900 cc,Disco,75.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de soja condesa envase 900 cc,El Clon,68.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de soja condesa envase 900 cc,El Dorado,69.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de soja condesa envase 900 cc,Red Expres,65.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de soja condesa envase 900 cc,Red Market,69.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de soja condesa envase 900 cc,Ta - Ta,74.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de soja condesa envase 900 cc,Tienda Inglesa,88.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de soja río de la plata envase 900 cc,Devoto,79.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de soja río de la plata envase 900 cc,Devoto Express,81.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de soja río de la plata envase 900 cc,Disco,79.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de soja río de la plata envase 900 cc,El Clon,68.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de soja río de la plata envase 900 cc,El Dorado,69.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de soja río de la plata envase 900 cc,Frog,90.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de soja río de la plata envase 900 cc,Kinko,90.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de soja río de la plata envase 900 cc,Red Expres,69.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de soja río de la plata envase 900 cc,Red Market,74.45,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de soja río de la plata envase 900 cc,Ta - Ta,79.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aceite de soja río de la plata envase 900 cc,Tienda Inglesa,80.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua de mesa con gas matutina envase 2 lt.,Devoto,61.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua de mesa con gas matutina envase 2 lt.,Devoto Express,63.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua de mesa con gas matutina envase 2 lt.,Disco,61.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua de mesa con gas matutina envase 2 lt.,El Clon,60.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua de mesa con gas matutina envase 2 lt.,El Dorado,61.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua de mesa con gas matutina envase 2 lt.,Frog,59.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua de mesa con gas matutina envase 2 lt.,Kinko,66.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua de mesa con gas matutina envase 2 lt.,Macro,61.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua de mesa con gas matutina envase 2 lt.,Micro Macro,61.16,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua de mesa con gas matutina envase 2 lt.,Red Expres,58.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua de mesa con gas matutina envase 2 lt.,Red Market,59.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua de mesa con gas matutina envase 2 lt.,Ta - Ta,61.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua de mesa con gas matutina envase 2 lt.,Tienda Inglesa,63.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua de mesa con gas nativa envase 2 lt.,Devoto,75.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua de mesa con gas nativa envase 2 lt.,Devoto Express,77.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua de mesa con gas nativa envase 2 lt.,Disco,75.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua de mesa con gas nativa envase 2 lt.,El Clon,72.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua de mesa con gas nativa envase 2 lt.,El Dorado,74.9,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua de mesa con gas nativa envase 2 lt.,Frog,68.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua de mesa con gas nativa envase 2 lt.,Red Expres,74.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua de mesa con gas nativa envase 2 lt.,Ta - Ta,75.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua de mesa con gas nativa envase 2 lt.,Tienda Inglesa,76.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa con gas salus envase 2,25 lt.",Devoto,76.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa con gas salus envase 2,25 lt.",Devoto Express,76.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa con gas salus envase 2,25 lt.",Disco,76.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa con gas salus envase 2,25 lt.",El Clon,79.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa con gas salus envase 2,25 lt.",El Dorado,76.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa con gas salus envase 2,25 lt.",Farmashop,82.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa con gas salus envase 2,25 lt.",Macro,76.01,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa con gas salus envase 2,25 lt.",Micro Macro,76.01,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa con gas salus envase 2,25 lt.",Red Expres,76.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa con gas salus envase 2,25 lt.",Red Market,68.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa con gas salus envase 2,25 lt.",Ta - Ta,76.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa con gas salus envase 2,25 lt.",Tienda Inglesa,79.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas matutina 2,5 lts",Devoto,61.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas matutina 2,5 lts",Devoto Express,63.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas matutina 2,5 lts",Disco,61.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas matutina 2,5 lts",El Clon,60.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas matutina 2,5 lts",El Dorado,61.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas matutina 2,5 lts",Macro,61.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas matutina 2,5 lts",Micro Macro,61.16,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas matutina 2,5 lts",Red Expres,58.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas matutina 2,5 lts",Red Market,59.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas matutina 2,5 lts",Ta - Ta,61.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas matutina 2,5 lts",Tienda Inglesa,63.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas salus 2,25 lts",Devoto,76.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas salus 2,25 lts",Devoto Express,76.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas salus 2,25 lts",Disco,76.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas salus 2,25 lts",El Clon,79.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas salus 2,25 lts",El Dorado,76.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas salus 2,25 lts",Farmashop,82.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas salus 2,25 lts",Macro,76.01,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas salus 2,25 lts",Micro Macro,76.01,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas salus 2,25 lts",Red Expres,76.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas salus 2,25 lts",Red Market,68.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas salus 2,25 lts",Ta - Ta,76.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas salus 2,25 lts",Tienda Inglesa,79.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas vitale 2,5 lts",Devoto,64.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas vitale 2,5 lts",Devoto Express,64.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas vitale 2,5 lts",Disco,64.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas vitale 2,5 lts",El Clon,70.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas vitale 2,5 lts",El Dorado,64.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas vitale 2,5 lts",Red Expres,72.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas vitale 2,5 lts",Red Market,64.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas vitale 2,5 lts",Ta - Ta,70.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua de mesa sin gas vitale 2,5 lts",Tienda Inglesa,64.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua mineral sin gas(bidón) nativa 6lts,Devoto,133.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua mineral sin gas(bidón) nativa 6lts,Devoto Express,133.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua mineral sin gas(bidón) nativa 6lts,Disco,133.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua mineral sin gas(bidón) nativa 6lts,El Clon,125.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua mineral sin gas(bidón) nativa 6lts,El Dorado,119.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua mineral sin gas(bidón) nativa 6lts,Macro,119.69,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua mineral sin gas(bidón) nativa 6lts,Micro Macro,119.69,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua mineral sin gas(bidón) nativa 6lts,Red Expres,119.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua mineral sin gas(bidón) nativa 6lts,Red Market,119.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua mineral sin gas(bidón) nativa 6lts,Ta - Ta,133.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,agua mineral sin gas(bidón) nativa 6lts,Tienda Inglesa,133.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua mineral sin gas(bidón) salus 6,25lts",Devoto,140.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua mineral sin gas(bidón) salus 6,25lts",Devoto Express,140.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua mineral sin gas(bidón) salus 6,25lts",Disco,140.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua mineral sin gas(bidón) salus 6,25lts",El Dorado,140.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua mineral sin gas(bidón) salus 6,25lts",Farmashop,150.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua mineral sin gas(bidón) salus 6,25lts",Macro,140.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua mineral sin gas(bidón) salus 6,25lts",Micro Macro,140.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua mineral sin gas(bidón) salus 6,25lts",Red Expres,125.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua mineral sin gas(bidón) salus 6,25lts",Red Market,140.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua mineral sin gas(bidón) salus 6,25lts",Ta - Ta,140.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,"agua mineral sin gas(bidón) salus 6,25lts",Tienda Inglesa,141.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aguja vacuna con hueso - sin marca 1 kg.,Devoto,395.0,Premium,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aguja vacuna con hueso - sin marca 1 kg.,Devoto Express,407.0,Premium,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aguja vacuna con hueso - sin marca 1 kg.,Disco,395.0,Premium,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aguja vacuna con hueso - sin marca 1 kg.,Macro,394.0,Premium,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aguja vacuna con hueso - sin marca 1 kg.,Micro Macro,394.0,Premium,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aguja vacuna con hueso - sin marca 1 kg.,Red Expres,299.0,Premium,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aguja vacuna con hueso - sin marca 1 kg.,Red Market,309.0,Premium,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aguja vacuna sin hueso - sin marca 1 kg.,Devoto,299.0,Premium,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aguja vacuna sin hueso - sin marca 1 kg.,Devoto Express,308.0,Premium,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aguja vacuna sin hueso - sin marca 1 kg.,Disco,299.0,Premium,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aguja vacuna sin hueso - sin marca 1 kg.,Macro,447.0,Premium,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aguja vacuna sin hueso - sin marca 1 kg.,Micro Macro,447.0,Premium,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aguja vacuna sin hueso - sin marca 1 kg.,Red Expres,309.0,Premium,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aguja vacuna sin hueso - sin marca 1 kg.,Red Market,349.0,Premium,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,aguja vacuna sin hueso - sin marca 1 kg.,Ta - Ta,289.0,Premium,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco aruba tipo patna bolsa 1 kg.,Disco,55.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco aruba tipo patna bolsa 1 kg.,El Clon,37.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco aruba tipo patna bolsa 1 kg.,Frog,50.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco aruba tipo patna bolsa 1 kg.,Macro,49.13,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco aruba tipo patna bolsa 1 kg.,Micro Macro,49.13,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco aruba tipo patna bolsa 1 kg.,Red Expres,48.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco aruba tipo patna bolsa 1 kg.,Red Market,48.95,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco aruba tipo patna bolsa 1 kg.,Ta - Ta,55.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco aruba tipo patna bolsa 1 kg.,Tienda Inglesa,57.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco blue patna bolsa 1 kg.,Devoto,79.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco blue patna bolsa 1 kg.,Devoto Express,81.0,Estándar,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco blue patna bolsa 1 kg.,Disco,79.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco blue patna bolsa 1 kg.,El Dorado,75.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco blue patna bolsa 1 kg.,Kinko,75.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco blue patna bolsa 1 kg.,Red Expres,72.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco blue patna bolsa 1 kg.,Ta - Ta,75.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco blue patna bolsa 1 kg.,Tienda Inglesa,69.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco green chef bolsa 1 kg.,Devoto,67.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco green chef bolsa 1 kg.,Devoto Express,75.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco green chef bolsa 1 kg.,Disco,67.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco green chef bolsa 1 kg.,El Dorado,65.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco green chef bolsa 1 kg.,Kinko,80.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco green chef bolsa 1 kg.,Red Expres,69.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco green chef bolsa 1 kg.,Ta - Ta,75.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco green chef bolsa 1 kg.,Tienda Inglesa,76.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco pony bolsa 1 kg.,Red Expres,36.0,Económico,4,Q2 (Abr-Jun)
Abr25,Alimentos y bebidas,arroz blanco pony bolsa 1 kg.,Red Market,42.5,Económico,4,Q2 (Abr-Jun)
